split,dialect,speaker,sex,utt,utt_id,wav,phn
TRAIN,DR7,FMKC0,F,SX172,FMKC0_SX172,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FMKC0\SX172.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FMKC0\SX172.PHN
TRAIN,DR7,FMKC0,F,SX262,FMKC0_SX262,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FMKC0\SX262.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FMKC0\SX262.PHN
TRAIN,DR7,FMKC0,F,SX352,FMKC0_SX352,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FMKC0\SX352.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FMKC0\SX352.PHN
TRAIN,DR7,FMKC0,F,SX442,FMKC0_SX442,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FMKC0\SX442.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FMKC0\SX442.PHN
TRAIN,DR7,FMKC0,F,SX82,FMKC0_SX82,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FMKC0\SX82.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FMKC0\SX82.PHN
TRAIN,DR7,FPAB1,F,SA1,FPAB1_SA1,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAB1\SA1.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAB1\SA1.PHN
TRAIN,DR7,FPAB1,F,SA2,FPAB1_SA2,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAB1\SA2.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAB1\SA2.PHN
TRAIN,DR7,FPAB1,F,SI1471,FPAB1_SI1471,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAB1\SI1471.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAB1\SI1471.PHN
TRAIN,DR7,FPAB1,F,SI2101,FPAB1_SI2101,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAB1\SI2101.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAB1\SI2101.PHN
TRAIN,DR7,FPAB1,F,SI841,FPAB1_SI841,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAB1\SI841.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAB1\SI841.PHN
TRAIN,DR7,FPAB1,F,SX121,FPAB1_SX121,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAB1\SX121.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAB1\SX121.PHN
TRAIN,DR7,FPAB1,F,SX211,FPAB1_SX211,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAB1\SX211.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAB1\SX211.PHN
TRAIN,DR7,FPAB1,F,SX301,FPAB1_SX301,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAB1\SX301.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAB1\SX301.PHN
TRAIN,DR7,FPAB1,F,SX31,FPAB1_SX31,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAB1\SX31.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAB1\SX31.PHN
TRAIN,DR7,FPAB1,F,SX391,FPAB1_SX391,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAB1\SX391.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAB1\SX391.PHN
TRAIN,DR7,FPAC0,F,SA1,FPAC0_SA1,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAC0\SA1.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAC0\SA1.PHN
TRAIN,DR7,FPAC0,F,SA2,FPAC0_SA2,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAC0\SA2.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAC0\SA2.PHN
TRAIN,DR7,FPAC0,F,SI1921,FPAC0_SI1921,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAC0\SI1921.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAC0\SI1921.PHN
TRAIN,DR7,FPAC0,F,SI2011,FPAC0_SI2011,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAC0\SI2011.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAC0\SI2011.PHN
TRAIN,DR7,FPAC0,F,SI661,FPAC0_SI661,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAC0\SI661.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAC0\SI661.PHN
TRAIN,DR7,FPAC0,F,SX121,FPAC0_SX121,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAC0\SX121.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAC0\SX121.PHN
TRAIN,DR7,FPAC0,F,SX211,FPAC0_SX211,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAC0\SX211.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAC0\SX211.PHN
TRAIN,DR7,FPAC0,F,SX301,FPAC0_SX301,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAC0\SX301.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAC0\SX301.PHN
TRAIN,DR7,FPAC0,F,SX31,FPAC0_SX31,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAC0\SX31.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAC0\SX31.PHN
TRAIN,DR7,FPAC0,F,SX391,FPAC0_SX391,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAC0\SX391.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FPAC0\SX391.PHN
TRAIN,DR7,FREH0,F,SA1,FREH0_SA1,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FREH0\SA1.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FREH0\SA1.PHN
TRAIN,DR7,FREH0,F,SA2,FREH0_SA2,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FREH0\SA2.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FREH0\SA2.PHN
TRAIN,DR7,FREH0,F,SI1315,FREH0_SI1315,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FREH0\SI1315.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FREH0\SI1315.PHN
TRAIN,DR7,FREH0,F,SI1945,FREH0_SI1945,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FREH0\SI1945.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FREH0\SI1945.PHN
TRAIN,DR7,FREH0,F,SI685,FREH0_SI685,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FREH0\SI685.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FREH0\SI685.PHN
TRAIN,DR7,FREH0,F,SX145,FREH0_SX145,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FREH0\SX145.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FREH0\SX145.PHN
TRAIN,DR7,FREH0,F,SX235,FREH0_SX235,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FREH0\SX235.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FREH0\SX235.PHN
TRAIN,DR7,FREH0,F,SX325,FREH0_SX325,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FREH0\SX325.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FREH0\SX325.PHN
TRAIN,DR7,FREH0,F,SX415,FREH0_SX415,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FREH0\SX415.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FREH0\SX415.PHN
TRAIN,DR7,FREH0,F,SX55,FREH0_SX55,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FREH0\SX55.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FREH0\SX55.PHN
TRAIN,DR7,FSPM0,F,SA1,FSPM0_SA1,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FSPM0\SA1.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FSPM0\SA1.PHN
TRAIN,DR7,FSPM0,F,SA2,FSPM0_SA2,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FSPM0\SA2.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FSPM0\SA2.PHN
TRAIN,DR7,FSPM0,F,SI1241,FSPM0_SI1241,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FSPM0\SI1241.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FSPM0\SI1241.PHN
TRAIN,DR7,FSPM0,F,SI1871,FSPM0_SI1871,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FSPM0\SI1871.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FSPM0\SI1871.PHN
TRAIN,DR7,FSPM0,F,SI611,FSPM0_SI611,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FSPM0\SI611.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FSPM0\SI611.PHN
TRAIN,DR7,FSPM0,F,SX161,FSPM0_SX161,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FSPM0\SX161.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FSPM0\SX161.PHN
TRAIN,DR7,FSPM0,F,SX251,FSPM0_SX251,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FSPM0\SX251.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FSPM0\SX251.PHN
TRAIN,DR7,FSPM0,F,SX341,FSPM0_SX341,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FSPM0\SX341.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FSPM0\SX341.PHN
TRAIN,DR7,FSPM0,F,SX431,FSPM0_SX431,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FSPM0\SX431.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FSPM0\SX431.PHN
TRAIN,DR7,FSPM0,F,SX71,FSPM0_SX71,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FSPM0\SX71.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FSPM0\SX71.PHN
TRAIN,DR7,FVKB0,F,SA1,FVKB0_SA1,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FVKB0\SA1.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FVKB0\SA1.PHN
TRAIN,DR7,FVKB0,F,SA2,FVKB0_SA2,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FVKB0\SA2.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FVKB0\SA2.PHN
TRAIN,DR7,FVKB0,F,SI1159,FVKB0_SI1159,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FVKB0\SI1159.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FVKB0\SI1159.PHN
TRAIN,DR7,FVKB0,F,SI1789,FVKB0_SI1789,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FVKB0\SI1789.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FVKB0\SI1789.PHN
TRAIN,DR7,FVKB0,F,SI529,FVKB0_SI529,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FVKB0\SI529.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FVKB0\SI529.PHN
TRAIN,DR7,FVKB0,F,SX169,FVKB0_SX169,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FVKB0\SX169.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FVKB0\SX169.PHN
TRAIN,DR7,FVKB0,F,SX259,FVKB0_SX259,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FVKB0\SX259.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FVKB0\SX259.PHN
TRAIN,DR7,FVKB0,F,SX349,FVKB0_SX349,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FVKB0\SX349.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FVKB0\SX349.PHN
TRAIN,DR7,FVKB0,F,SX439,FVKB0_SX439,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FVKB0\SX439.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FVKB0\SX439.PHN
TRAIN,DR7,FVKB0,F,SX79,FVKB0_SX79,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FVKB0\SX79.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\FVKB0\SX79.PHN
TRAIN,DR7,MADD0,M,SA1,MADD0_SA1,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MADD0\SA1.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MADD0\SA1.PHN
TRAIN,DR7,MADD0,M,SA2,MADD0_SA2,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MADD0\SA2.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MADD0\SA2.PHN
TRAIN,DR7,MADD0,M,SI1295,MADD0_SI1295,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MADD0\SI1295.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MADD0\SI1295.PHN
TRAIN,DR7,MADD0,M,SI1798,MADD0_SI1798,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MADD0\SI1798.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MADD0\SI1798.PHN
TRAIN,DR7,MADD0,M,SI538,MADD0_SI538,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MADD0\SI538.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MADD0\SI538.PHN
TRAIN,DR7,MADD0,M,SX178,MADD0_SX178,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MADD0\SX178.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MADD0\SX178.PHN
TRAIN,DR7,MADD0,M,SX268,MADD0_SX268,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MADD0\SX268.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MADD0\SX268.PHN
TRAIN,DR7,MADD0,M,SX358,MADD0_SX358,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MADD0\SX358.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MADD0\SX358.PHN
TRAIN,DR7,MADD0,M,SX448,MADD0_SX448,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MADD0\SX448.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MADD0\SX448.PHN
TRAIN,DR7,MADD0,M,SX88,MADD0_SX88,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MADD0\SX88.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MADD0\SX88.PHN
TRAIN,DR7,MAEO0,M,SA1,MAEO0_SA1,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAEO0\SA1.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAEO0\SA1.PHN
TRAIN,DR7,MAEO0,M,SA2,MAEO0_SA2,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAEO0\SA2.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAEO0\SA2.PHN
TRAIN,DR7,MAEO0,M,SI1326,MAEO0_SI1326,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAEO0\SI1326.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAEO0\SI1326.PHN
TRAIN,DR7,MAEO0,M,SI1655,MAEO0_SI1655,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAEO0\SI1655.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAEO0\SI1655.PHN
TRAIN,DR7,MAEO0,M,SI1956,MAEO0_SI1956,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAEO0\SI1956.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAEO0\SI1956.PHN
TRAIN,DR7,MAEO0,M,SX156,MAEO0_SX156,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAEO0\SX156.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAEO0\SX156.PHN
TRAIN,DR7,MAEO0,M,SX246,MAEO0_SX246,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAEO0\SX246.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAEO0\SX246.PHN
TRAIN,DR7,MAEO0,M,SX336,MAEO0_SX336,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAEO0\SX336.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAEO0\SX336.PHN
TRAIN,DR7,MAEO0,M,SX426,MAEO0_SX426,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAEO0\SX426.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAEO0\SX426.PHN
TRAIN,DR7,MAEO0,M,SX66,MAEO0_SX66,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAEO0\SX66.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAEO0\SX66.PHN
TRAIN,DR7,MAFM0,M,SA1,MAFM0_SA1,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAFM0\SA1.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAFM0\SA1.PHN
TRAIN,DR7,MAFM0,M,SA2,MAFM0_SA2,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAFM0\SA2.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAFM0\SA2.PHN
TRAIN,DR7,MAFM0,M,SI1569,MAFM0_SI1569,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAFM0\SI1569.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAFM0\SI1569.PHN
TRAIN,DR7,MAFM0,M,SI2199,MAFM0_SI2199,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAFM0\SI2199.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAFM0\SI2199.PHN
TRAIN,DR7,MAFM0,M,SI939,MAFM0_SI939,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAFM0\SI939.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAFM0\SI939.PHN
TRAIN,DR7,MAFM0,M,SX129,MAFM0_SX129,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAFM0\SX129.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAFM0\SX129.PHN
TRAIN,DR7,MAFM0,M,SX219,MAFM0_SX219,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAFM0\SX219.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAFM0\SX219.PHN
TRAIN,DR7,MAFM0,M,SX309,MAFM0_SX309,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAFM0\SX309.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAFM0\SX309.PHN
TRAIN,DR7,MAFM0,M,SX39,MAFM0_SX39,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAFM0\SX39.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAFM0\SX39.PHN
TRAIN,DR7,MAFM0,M,SX399,MAFM0_SX399,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAFM0\SX399.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MAFM0\SX399.PHN
TRAIN,DR7,MBAR0,M,SA1,MBAR0_SA1,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBAR0\SA1.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBAR0\SA1.PHN
TRAIN,DR7,MBAR0,M,SA2,MBAR0_SA2,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBAR0\SA2.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBAR0\SA2.PHN
TRAIN,DR7,MBAR0,M,SI1319,MBAR0_SI1319,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBAR0\SI1319.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBAR0\SI1319.PHN
TRAIN,DR7,MBAR0,M,SI1949,MBAR0_SI1949,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBAR0\SI1949.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBAR0\SI1949.PHN
TRAIN,DR7,MBAR0,M,SI689,MBAR0_SI689,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBAR0\SI689.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBAR0\SI689.PHN
TRAIN,DR7,MBAR0,M,SX149,MBAR0_SX149,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBAR0\SX149.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBAR0\SX149.PHN
TRAIN,DR7,MBAR0,M,SX239,MBAR0_SX239,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBAR0\SX239.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBAR0\SX239.PHN
TRAIN,DR7,MBAR0,M,SX329,MBAR0_SX329,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBAR0\SX329.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBAR0\SX329.PHN
TRAIN,DR7,MBAR0,M,SX419,MBAR0_SX419,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBAR0\SX419.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBAR0\SX419.PHN
TRAIN,DR7,MBAR0,M,SX59,MBAR0_SX59,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBAR0\SX59.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBAR0\SX59.PHN
TRAIN,DR7,MBBR0,M,SA1,MBBR0_SA1,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBBR0\SA1.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBBR0\SA1.PHN
TRAIN,DR7,MBBR0,M,SA2,MBBR0_SA2,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBBR0\SA2.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBBR0\SA2.PHN
TRAIN,DR7,MBBR0,M,SI1055,MBBR0_SI1055,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBBR0\SI1055.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBBR0\SI1055.PHN
TRAIN,DR7,MBBR0,M,SI1685,MBBR0_SI1685,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBBR0\SI1685.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR7\MBBR0\SI1685.PHN
